I_ACTION
Evento_lema	Frecuencia
seek	30
call	21
look	15
fail	13
allow	13
ask	12
attempt	11
declare	9
try	7
prevent	7
agree	6
promise	6
assure	6
speak	6
compel	6
pray	5
effort	4
pronounce	4
claim	4
permit	4
urge	4
offer	4
point	4
pursue	3
approach	3
attribute	3
conclude	3
arrange	3
accuse	3
demand	3
delay	3
show	3
overcome	3
complain	3
request	3
avert	3
speculate	2
influence	2
pledge	2
accept	2
establish	2
oppose	2
serve	2
doubt	2
manage	2
persuade	2
ensure	2
plead	2
avoid	2
help	2
choose	2
disclosing	1
analyze	1
tear	1
guard	1
recommend	1
hail	1
promote	1
mean	1
explain	1
applaud	1
decide	1
investigate	1
announce	1
name	1
order	1
control	1
appear	1
decline	1
propose	1
send	1
deny	1
state	1
regain	1
threaten	1
record	1
intend	1
wonder	1
