OCCURRENCE
Evento_lema	Frecuencia
come	623
make	548
go	483
take	408
do	365
give	260
find	237
know	200
bring	173
get	163
feel	162
wish	149
let	144
meet	141
talk	127
look	126
return	123
leave	114
turn	110
don’t	109
send	107
put	103
speak	96
write	92
answer	88
exclaim	83
left	81
used	72
sit	71
show	68
read	67
set	64
break	63
bear	61
hold	58
receive	58
walk	58
live	56
laugh	55
fall	52
smile	51
draw	51
stay	50
thank	50
pass	49
can’t	48
mean	48
remember	48
lead	48
marry	48
carry	46
drive	46
cry	45
trust	44
understand	44
grow	43
spend	43
stand	43
work	43
play	43
oblige	41
listen	41
wait	41
learn	39
become	38
care	38
lose	38
layer	38
visit	37
call	37
rise	36
strike	36
forget	36
follow	35
throw	35
teach	34
shake	34
change	33
move	33
watch	31
suffer	30
beg	29
perceive	29
wear	28
lean	28
settle	28
hurt	28
ride	28
repeat	28
save	27
regard	27
lay	26
guess	26
proceed	25
judge	25
enjoy	25
act	25
die	25
spare	25
forgive	25
render	25
kiss	24
shut	23
force	23
attend	22
pause	22
deal	22
place	21
satisfy	21
run	21
recollect	21
lie	21
rest	21
use	21
murmur	21
resolve	21
convince	21
love	21
win	21
prove	21
putt	20
catch	20
arrive	20
sigh	20
frighten	20
close	19
conversation	19
treat	19
mind	19
undertake	19
delight	19
paid	18
gather	18
inquire	18
search	18
imagine	18
fancy	18
venture	18
startle	18
observe	18
mention	18
bend	18
consent	18
consult	17
entreat	17
rush	17
produce	17
sleep	17
remove	17
induce	17
join	17
please	17
fill	17
refuse	17
fix	16
suit	16
mutter	16
dread	16
reach	16
open	16
grieve	16
provide	16
secure	16
los	16
won’t	16
relieve	15
lift	15
long	15
pity	15
cross	15
build	15
prefer	15
miss	15
happen	15
perplex	14
examine	14
fear	14
pick	14
pay	14
cut	14
encourage	14
sign	14
sound	14
betray	14
amuse	14
interfere	13
cast	13
engage	13
charge	13
decide	13
apply	13
spoil	13
gratify	13
devote	13
occupy	13
cheer	13
depend	13
distress	13
commit	13
reveal	13
object	13
explain	13
share	13
recognise	13
bound	13
deceive	13
hang	12
rouse	12
recover	12
prepare	12
belong	12
detain	12
hate	12
cling	12
divert	12
silence	12
round	12
gain	12
manage	12
re-cover	12
utter	12
desire	12
support	12
introduce	12
mistake	12
dispose	12
hide	12
trial	12
collect	12
interview	12
annoy	11
esteem	11
respond	11
comfort	11
rejoice	11
present	11
durst	11
gaze	11
indulge	11
request	11
last	11
console	11
dwell	11
obtain	11
disturb	11
entertain	11
supply	11
vex	11
appreciate	11
tremble	11
disappoint	11
seize	11
hurry	11
raise	11
enable	11
cease	10
dress	10
despise	10
form	10
endeavour	10
check	10
glance	10
alarm	10
obey	10
depart	10
direct	10
require	10
puzzle	10
discover	10
absorb	10
nurse	10
cause	10
study	10
serve	10
admit	10
blush	10
falter	10
defend	10
knock	10
resign	9
quote	9
bore	9
born	9
conduct	9
respect	9
soothe	9
interrupt	9
push	9
light	9
fit	9
address	9
confess	9
battle	9
refer	9
discuss	9
struggle	9
dare	9
excite	9
succeed	9
terrify	9
advance	9
deserve	9
kneel	9
repair	9
encounter	9
reassure	9
fly	9
arrange	9
lessen	9
effect	9
affect	8
connect	8
offer	8
clasp	8
enhance	8
drop	8
departure	8
advise	8
hinder	8
retire	8
flee	8
admire	8
“but	8
displease	8
injure	8
growl	8
escap	8
doubt	8
persist	8
blame	8
grant	8
reduce	8
fetch	8
sacrifice	8
submit	8
brighten	8
restrain	8
gasp	8
clear	8
alter	8
endure	8
crush	8
pine	8
trouble	8
mount	8
desert	8
dislike	8
impress	8
conceal	8
weigh	8
remind	8
bow	8
stir	8
restore	8
afford	8
attach	8
appear	8
withhold	7
summons	7
sink	7
increase	7
educate	7
tire	7
eat	7
resent	7
whisper	7
prejudice	7
announcement	7
pursue	7
enter	7
arise	7
welcome	7
offend	7
touch	7
attract	7
sprang	7
cover	7
accustom	7
perform	7
remark	7
bestow	7
provoke	7
excuse	7
pour	7
preach	7
flatter	7
deliver	7
creep	7
strive	7
“have	7
justify	7
amaze	7
inspect	7
imply	7
seat	7
“thank	7
attack	7
argue	7
add	7
guide	7
distract	7
owe	7
face	7
conquer	7
greet	7
rescue	7
conviction	7
“did	7
regret	7
buy	7
recur	7
wander	7
acquiesce	6
grudge	6
sail	6
protect	6
bewilder	6
await	6
exceed	6
colour	6
engross	6
linger	6
withdraw	6
pull	6
retreat	6
convey	6
discussion	6
refresh	6
comprehend	6
weep	6
spell	6
result	6
hand	6
hunt	6
heart	6
back	6
float	6
represent	6
ensue	6
sweep	6
suppress	6
grasp	6
detect	6
rally	6
compensate	6
stroke	6
veil	6
practise	6
reproach	6
lighten	6
travel	6
refrain	6
wrapped	6
part	6
account	6
yield	6
suppose	6
profess	6
communicate	6
retain	6
weary	6
waste	6
contain	6
reject	6
abstain	6
detach	6
shelter	6
possess	6
descend	6
drown	6
dance	6
recall	6
reckon	6
escape	6
imitate	5
quiver	5
bid	5
kill	5
content	5
impel	5
assume	5
dream	5
telegraph	5
vouchsafe	5
consist	5
burst	5
shout	5
hesitate	5
ease	5
release	5
assert	5
bind	5
distinguish	5
exhaust	5
experience	5
lapse	5
employ	5
deposit	5
scold	5
impose	5
compare	5
elicit	5
train	5
plunge	5
disappear	5
behave	5
flush	5
confound	5
behold	5
insult	5
rang	5
improve	5
deem	5
reign	5
