I_STATE
Evento_lema	Frecuencia
think	718
know	325
want	170
believe	157
seem	132
like	102
hope	98
become	56
expect	55
suppose	53
wonder	37
consider	32
please	29
fear	28
allow	25
appear	24
understand	22
help	22
prepare	21
suspect	21
need	19
shock	17
surprise	16
require	16
obtain	13
able	11
regret	11
aware	10
concern	9
commit	9
mean	7
face	7
enable	6
yield	5
stay	4
worry	4
run	4
stand	4
deprive	4
afraid	4
suggest	3
dependent	3
intend	3
view	3
achieve	3
dismay	3
owe	3
meet	2
will	2
aim	2
oppose	2
careful	2
fail	2
anticipate	2
approach	2
rely	2
agreement	2
tire	1
unwil	1
assure	1
get	1
glad	1
spoil	1
constrain	1
qualify	1
find	1
pledge	1
wait	1
involve	1
meddle	1
love	1
happy	1
cross	1
entitle	1
realize	1
seek	1
thocht	1
stare	1
judge	1
suffer	1
cheat	1
distract	1
