Event(lemma)	weight _TfIdf
realise	0.2665495604462463
recognise	0.1529509245489959
crochet	0.14938236614436776
bloom	0.12926896222556744
sell	0.12484328958569606
atrophy	0.12090228055642427
hybridise	0.12090228055642427
fleece	0.11741131145409912
matter	0.10832241100138235
beget	0.10019716804780356
stopper	0.09958824409624517
bridge	0.09870944335178676
retrench	0.09870944335178676
insinuate	0.0940766798892338
lumber	0.08712033202803693
tantalise	0.08712033202803693
drawl	0.08406194697054042
exhibit	0.08104142844335367
get	0.07976903765414788
disillusion	0.07827420763606609
dish	0.07827420763606609
decree	0.07514787603585267
paid	0.07297623160424088
apologise	0.07196136890930674
post	0.07166049127764422
market	0.07141262048408085
cancel	0.07129226943141585
dispatch	0.07075174335793884
overlook	0.06945933191209126
deteriorate	0.06580629556785784
ignore	0.0657688812352124
sort	0.06404869407894101
figure	0.06121729023786519
reinstate	0.061066215391025275
befel	0.060451140278212134
conceivable	0.060451140278212134
cone	0.060451140278212134
derogatory	0.060451140278212134
exhilirate	0.060451140278212134
invitation	0.060451140278212134
lemonade	0.060451140278212134
outmatch	0.060451140278212134
scope	0.060451140278212134
seasick	0.060451140278212134
shaking	0.060451140278212134
signale	0.060451140278212134
stove	0.060451140278212134
suitable	0.060451140278212134
unceil	0.060451140278212134
uninform	0.060451140278212134
whisky	0.060451140278212134
fulfil	0.05866930491378673
clean	0.05788277659340938
fetch	0.057713433053309435
comment	0.05756909512744539
scrub	0.05696017117588701
rearrange	0.05696017117588701
compromise	0.055314427412001335
flicker	0.05456853372527587
achieve	0.053579259180838
contrive	0.053579259180838
dictate	0.053579259180838
drape	0.05333838349964959
guarantee	0.05333838349964959
misinterpret	0.05333838349964959
burrow	0.05333838349964959
puzzle	0.05229357772480528
beam	0.052077289510254365
trim	0.05179234256272782
reopen	0.05009858402390178
unknown	0.05009858402390178
neck	0.05009858402390178
purr	0.05009858402390178
locate	0.05009858402390178
borrow	0.049871648272833025
reconnoiter	0.049794122048122585
incongruou	0.049794122048122585
price	0.049794122048122585
outpace	0.049794122048122585
slop	0.049794122048122585
justifiable	0.049794122048122585
unhamper	0.049794122048122585
short	0.049794122048122585
thought	0.049794122048122585
'mr	0.049794122048122585
decompose	0.049794122048122585
fright	0.049794122048122585
hash	0.049794122048122585
hoe	0.049794122048122585
night	0.049794122048122585
pomp	0.049794122048122585
differentiate	0.049794122048122585
immortalise	0.049794122048122585
protest	0.04949414974129725
screw	0.04897383219029215
sip	0.04897383219029215
bother	0.048949906486543314
deceive	0.04855832217303347
dismiss	0.04855832217303347
pack	0.04855832217303347
remedy	0.04803652055920576
superintend	0.04803652055920576
review	0.04803652055920576
snort	0.047167828905292565
rumble	0.047167828905292565
rain	0.04685058131916829
block	0.04635644529499935
fidget	0.045542697982034704
modify	0.045542697982034704
outrage	0.044492259107678754
disincline	0.044492259107678754
cheat	0.04384592082347493
scramble	0.04384592082347493
lunch	0.04384592082347493
wash	0.04362294165247778
profitable	0.043560166014018464
forebore	0.043560166014018464
breeze	0.043560166014018464
handicap	0.043560166014018464
patent	0.043560166014018464
apostrophise	0.043560166014018464
consolidate	0.043560166014018464
scissor	0.043560166014018464
enscons	0.043560166014018464
snuffle	0.043560166014018464
pig	0.043560166014018464
upholster	0.043560166014018464
safe	0.043560166014018464
leaf	0.043560166014018464
shell	0.043560166014018464
weave	0.04339774125854531
sale	0.04317682134558404
compound	0.04203097348527021
loss	0.04203097348527021
dodge	0.04203097348527021
gamble	0.04203097348527021
explain	0.04101209612105296
careful	0.04079158873878609
crouch	0.04079158873878609
arouse	0.04079158873878609
annoy	0.040267330756133334
retire	0.040267330756133334
gratify	0.040157641130715675
inconvenience	0.03975217893084619
crumple	0.03975217893084619
grunt	0.03975217893084619
import	0.03975217893084619
stink	0.039137103818033044
blazon	0.039137103818033044
barricade	0.039137103818033044
reassert	0.039137103818033044
discomfort	0.039137103818033044
half	0.039137103818033044
splutter	0.039137103818033044
refund	0.039137103818033044
sop	0.039137103818033044
spite	0.039137103818033044
cuddle	0.039137103818033044
