Event(lemma)	weight _TfIdf
pollard	0.25426586791124917
sublet	0.17453414445086748
realize	0.13994496425889344
censure	0.1397563815673955
motor	0.1371800656423607
cable	0.12713293395562458
visualize	0.12713293395562458
muddle	0.11532933029040145
ought	0.10974405251388857
pauperize	0.10472048667052049
bother	0.09722587383739584
unpack	0.08746067123548602
cart	0.0856176530059081
merge	0.08513728663900533
detonate	0.08475528930374972
enshadow	0.08475528930374972
reinsure	0.08475528930374972
rude	0.08475528930374972
apologize	0.08071452895720346
tidy	0.07366170640180329
chaff	0.07366170640180329
criticize	0.07024052752540717
span	0.07024052752540717
beautiful	0.069813657780347
collide	0.069813657780347
mesmerize	0.069813657780347
mortar	0.069813657780347
zigzag	0.069813657780347
entice	0.06966798744887834
camp	0.06919759817424087
purge	0.06919759817424087
rumble	0.0661314735553252
ebb	0.06594992405479967
topple	0.06421323975443108
blur	0.06238020118551573
maunder	0.0610733636395633
overtire	0.0610733636395633
stigmatize	0.0610733636395633
concede	0.05892936512144264
disagree	0.056124516129935395
mirror	0.05608715696306531
spill	0.05573438995910267
stroll	0.05525922427704882
'oh	0.05487202625694428
chaperone	0.05487202625694428
sham	0.05487202625694428
lunch	0.05378975443962007
herald	0.052680395644055376
reek	0.052680395644055376
worry	0.05204481206881409
yearn	0.05149768014918903
stack	0.05006189528610629
assimilate	0.05006189528610629
corrode	0.05006189528610629
eliminate	0.05006189528610629
opine	0.05006189528610629
agreement	0.049977526420277724
loose	0.049977526420277724
excel	0.049977526420277724
rebuild	0.04959860516649389
imply	0.04829181092706496
isolate	0.04736385132837285
retort	0.046919055567380887
dominate	0.0467851508891368
budge	0.046131732116160576
fellow	0.046131732116160576
stage	0.046131732116160576
transcend	0.046131732116160576
smash	0.045310263135649724
vex	0.04523947209652018
store	0.04489961290394832
recede	0.04489961290394832
everythe	0.04419702384108198
patronize	0.04419702384108198
snub	0.04419702384108198
recognize	0.04356915311195582
protest	0.043370676724011736
reappear	0.04291473345765753
figure	0.04291473345765753
enwrap	0.04280882650295405
jangle	0.04280882650295405
phrase	0.04280882650295405
recapture	0.04280882650295405
squeak	0.04280882650295405
voyage	0.04280882650295405
wire	0.04280882650295405
responsible	0.042568643319502664
accrete	0.04237764465187486
burr	0.04237764465187486
chorus	0.04237764465187486
chrysant	0.04237764465187486
coffee	0.04237764465187486
congeal	0.04237764465187486
connote	0.04237764465187486
diagnose	0.04237764465187486
earnest	0.04237764465187486
empanel	0.04237764465187486
funny	0.04237764465187486
halfway	0.04237764465187486
illnes	0.04237764465187486
item	0.04237764465187486
jagg	0.04237764465187486
kowtow	0.04237764465187486
lonelines	0.04237764465187486
medicate	0.04237764465187486
misconduct	0.04237764465187486
mislike	0.04237764465187486
mispronounce	0.04237764465187486
mud	0.04237764465187486
mysteriou	0.04237764465187486
orate	0.04237764465187486
our	0.04237764465187486
percolate	0.04237764465187486
prosperou	0.04237764465187486
ramshackly	0.04237764465187486
recut	0.04237764465187486
reinvest	0.04237764465187486
restate	0.04237764465187486
rotten	0.04237764465187486
scythe	0.04237764465187486
sex	0.04237764465187486
sizzle	0.04237764465187486
sluff	0.04237764465187486
soup	0.04237764465187486
spawn	0.04237764465187486
stationary	0.04237764465187486
summarize	0.04237764465187486
tangible	0.04237764465187486
titup	0.04237764465187486
toboggan	0.04237764465187486
townee	0.04237764465187486
undercut	0.04237764465187486
underpay	0.04237764465187486
unembody	0.04237764465187486
untast	0.04237764465187486
warehouse	0.04237764465187486
wilcox	0.04237764465187486
windy	0.04237764465187486
tap	0.04222715001064279
get	0.04076606065324549
disconcert	0.04035726447860173
generalize	0.039930394733541576
react	0.039930394733541576
stunt	0.039930394733541576
tackle	0.039930394733541576
class	0.039569954432879806
thicken	0.039569954432879806
ignore	0.03842125317115719
trail	0.03825380167753525
string	0.03825380167753525
scream	0.03758791982747684
equip	0.03748314481520829
cancel	0.03748314481520829
group	0.03748314481520829
dead	0.03739143797537687
decamp	0.03739143797537687
fritter	0.03739143797537687
negotiate	0.03739143797537687
bungle	0.03739143797537687
demur	0.03739143797537687
difficult	0.03739143797537687
dwarf	0.03739143797537687
focus	0.03739143797537687
guarantee	0.03739143797537687
inevitable	0.03739143797537687
pad	0.03739143797537687
premise	0.03739143797537687
reaction	0.03739143797537687
sweeten	0.03739143797537687
stammer	0.03630762759329652
correspond	0.03624821050851978
greet	0.03557478918060175
compress	0.03552288849627964
expire	0.03552288849627964
hazard	0.03552288849627964
tick	0.03552288849627964
bundle	0.03512026376270359
chew	0.03512026376270359
breast	0.03512026376270359
criticism	0.03512026376270359
keen	0.03512026376270359
recross	0.03512026376270359
reopen	0.03512026376270359
crisi	0.03496117656313484
minute	0.0349068288901735
'name	0.0349068288901735
ambush	0.0349068288901735
applause	0.0349068288901735
assess	0.0349068288901735
boo	0.0349068288901735
boss	0.0349068288901735
champion	0.0349068288901735
culture	0.0349068288901735
elongate	0.0349068288901735
evict	0.0349068288901735
foreshorten	0.0349068288901735
gut	0.0349068288901735
impact	0.0349068288901735
instinct	0.0349068288901735
king	0.0349068288901735
lump	0.0349068288901735
materialize	0.0349068288901735
middle	0.0349068288901735
naturalize	0.0349068288901735
reawake	0.0349068288901735
repac	0.0349068288901735
repack	0.0349068288901735
retell	0.0349068288901735
sample	0.0349068288901735
sentimental	0.0349068288901735
slang	0.0349068288901735
splendid	0.0349068288901735
tact	0.0349068288901735
titillate	0.0349068288901735
tool	0.0349068288901735
turf	0.0349068288901735
tweak	0.0349068288901735
type	0.0349068288901735
unbalance	0.0349068288901735
