I_STATE
Evento_lema	Frecuencia
think	812
know	676
want	257
seem	252
hope	162
appear	141
believe	136
consider	135
like	126
suppose	108
expect	99
please	73
become	60
stand	53
prepare	41
allow	33
surprise	33
find	33
wonder	31
understand	26
help	24
require	23
mean	19
suspect	19
fear	16
aware	15
need	15
able	13
suggest	13
yield	13
commit	12
concern	12
intend	11
regret	11
careful	10
approach	9
fail	9
meet	7
rely	7
owe	7
shock	6
feel	6
obtain	6
agreement	6
involve	5
run	5
close	5
worry	5
anticipate	4
favore	4
afraid	4
get	4
face	4
reflect	4
presume	4
happy	4
suffer	4
constrain	4
affect	3
wake	3
unwil	3
plan	3
wait	3
loom	2
enable	2
achieve	2
forget	2
offensive	2
deprive	2
assure	2
observe	2
dependent	2
foresee	2
seems	1
shine	1
converse	1
will	1
view	1
catch	1
favor	1
listen	1
stay	1
press	1
agree	1
dismay	1
entitle	1
estimate	1
eager	1
difficult	1
pretend	1
stir	1
care	1
unfortnet	1
aim	1
knowd	1
reserve	1
trouble	1
ease	1
seek	1
fret	1
