I_ACTION
Evento_lema	Frecuencia
look	335
ask	314
try	264
help	183
call	171
speak	101
mean	60
promise	59
declare	57
seek	47
choose	42
prevent	41
attempt	40
allow	40
assure	38
agree	37
pray	35
avoid	33
press	32
persuade	32
intend	29
send	28
wonder	26
order	25
fail	24
offer	24
accept	24
touch	23
propose	21
explain	20
doubt	19
pronounce	16
complain	15
overcome	15
suggest	15
manage	14
effort	14
claim	13
establish	13
approve	12
insist	12
assist	12
show	11
point	11
accuse	11
plead	11
guard	10
deny	10
appeal	10
deal	10
approach	9
warn	9
invite	9
clear	9
arrange	8
catch	8
face	8
recommend	8
threaten	7
blame	7
delay	6
burn	6
serve	6
assume	6
promote	6
investigate	6
conclude	5
tear	5
pledge	5
beat	5
hire	5
urge	5
name	4
announce	4
block	4
decide	4
set	4
record	4
decline	4
resist	4
permit	4
convince	4
support	3
predict	3
listen	3
direct	3
question	3
hail	3
describe	3
mount	2
avert	2
design	2
determine	2
run	2
speculate	2
regain	2
rule	2
request	2
calls	1
compel	1
comment	1
acknowledge	1
oppose	1
influence	1
resolve	1
convene	1
demand	1
state	1
notify	1
aim	1
elect	1
cope	1
make	1
part	1
explore	1
authorize	1
engage	1
require	1
encouragement	1
reject	1
