ASPECTUAL
Evento_lema	Frecuencia
begin	30
enter	25
start	23
continue	23
keep	17
open	12
abandon	12
remain	12
choose	8
stand	7
stop	7
terminate	7
effect	7
finish	5
resume	5
complete	5
follow	5
end	4
become	3
close	2
expire	2
abandoned	1
step	1
quit	1
commence	1
